userId,RecommendedItemIds
2839,27660 27923 26024 33755 6193
2843,18099 21765 22976 2623 8216
2845,91 912 17578 15086 25421
2850,6263 35100 8759 8035 10963
2860,3327 35860 6821 13473 2556
2862,2049 9577 8519 16571 24639
2865,21765 33546 30616 23030 18200
2867,2050 14535 25512 31459 14960
2869,18662 20262 26197 18828 21025
2875,10262 25304 26762 35065 7107
2877,21412 19907 33603 30360 15971
2880,2464 23188 32674 2049 10685
2883,13502 18001 28199 11237 4605
2884,3527 24512 15204 18001 13530
2886,5578 35831 29815 6821 9052
2888,6627 8205 28688 4605 3040
2895,26491 31220 25409 36812 25500
2903,10059 24479 322 14880 26547
2904,35300 17648 24479 33788 6111
2908,3661 9730 28199 22552 5292
2909,9577 20941 30091 15086 33598
2914,9913 14616 9855 35390 26681
2917,10343 18456 36628 3820 8331
2921,15280 14616 15743 24488 228
2926,17557 33130 7498 14875 16959
2933,13284 14616 3456 17732 25920
2935,26529 16876 13498 35781 6446
2951,17648 30653 4762 32780 2442
2957,23137 5861 30360 33611 9913
2964,133 19642 11486 21613 9404
2967,22029 31220 12354 8394 269
2968,3527 31076 33173 31112 5578
2978,24958 15687 6111 23030 24786
2985,33546 14101 18987 14076 3366
2990,9893 27015 3841 36537 5233
2993,13797 11366 36204 30287 25421
2996,31836 9831 23089 3242 21459
2997,34783 21336 15700 3216 17107
2998,18200 6111 33175 7923 4039
3001,14734 19127 12997 12 21412
3003,8875 27139 36982 6068 22405
3014,269 22045 16891 9913 12328
3017,31220 18099 33546 15917 14734
3019,9913 26681 9855 23282 7498
3020,20556 3993 14982 30320 32308
3023,10446 17648 18200 15743 26576
3028,31963 2623 17124 19370 33743
3032,8216 36266 775 5304 26594
3041,14264 7759 1576 3077 24880
3043,3216 17198 27132 15615 4475
3050,15687 9577 18303 33780 36109
3056,7824 26884 14839 11366 20620
3057,17717 11210 10297 12287 14839
3059,26743 5578 21157 12077 25421
3064,11366 17611 8519 19785 6627
3065,9233 26540 21719 19522 19380
3066,1335 16367 27711 19022 14371
3069,24639 19478 33173 28199 17207
3071,2578 36168 20965 11486 9415
3072,25694 23089 35300 17207 2143
3073,12997 24639 29848 24786 6014
3074,1076 31992 366 2712 11366
3077,30019 10685 22029 18645 30942
3082,6111 10701 19897 21996 1289
3091,15983 30100 2623 11403 7393
3093,24639 2464 35100 4475 1447
3095,33755 8810 20919 5889 33175
3098,13502 28199 32916 34930 6821
3101,6461 13726 23240 36168 2578
3104,8216 9894 17383 33173 876
3105,10446 34517 12354 24760 31992
3106,17936 24902 12384 7036 1076
3107,3704 23388 22850 14480 11109
3108,3006 2892 26491 18438 35126
3113,9035 25925 33603 20985 1498
3118,34470 33707 24479 30960 28525
3123,3545 1686 27569 15638 25500
3127,10642 27409 35832 27016 32019
3133,12362 775 16345 34930 35293
3137,9681 29068 27225 12502 3578
3157,30278 5370 31459 24479 34652
3163,11210 17815 17717 7584 7274
3165,14599 33173 23049 3456 26197
3166,6699 28199 5578 6343 24547
3167,291 18314 30548 36367 25925
3168,30653 4517 29909 15257 34600
3173,7597 2464 36109 23030 14372
3180,10179 28213 25938 7597 29848
3188,21157 6516 27132 269 26846
3189,24639 13502 32337 25694 24281
3190,21216 17380 15917 28964 25656
3191,32265 21063 5861 10701 9913
3192,19127 27116 12102 33562 7368
3195,5292 17644 24547 25304 15973
3198,33173 2578 2041 10604 13395
3201,23030 36872 36434 1397 12454
3202,11012 17463 28199 3974 12867
3203,5578 25694 8013 1289 20255
3206,33173 16367 11366 16451 32674
3212,25920 26846 4753 12180 22813
3214,3431 18546 31992 30653 8170
3216,8559 26726 22870 7393 23137
3218,32916 34351 8216 17648 33173
3221,16803 10059 24479 3077 26951
3227,19127 21495 9893 9420 4228
3229,17207 12102 9577 17936 30616
3240,6699 6612 24263 14932 30942
3243,13502 24547 26621 17644 19544
3244,25363 15086 19332 23507 31992
3248,1076 31992 25920 18200 7274
3249,14932 30019 11260 27246 32347
3250,17152 9893 35381 29848 10685
3253,20620 30453 31992 12866 27569
3256,5578 30925 30699 31037 2080
3260,11259 22455 25421 3515 27769
3265,17815 36723 26743 15743 13069
3273,15831 30475 3436 36679 12426
3279,3456 16818 20635 10200 13750
3281,13067 29570 24639 15739 15378
3287,24912 14829 34612 36613 18106
3294,19752 27660 7393 3456 24488
3296,6152 21216 10059 10415 4295
3298,19127 27116 12102 33562 7368
3302,25694 14101 33266 21157 10701
3304,13069 7597 15119 16367 33562
3309,33562 30595 6699 31992 21459
3319,26468 7480 30087 13367 22976
3320,22272 27502 9893 33598 8759
3324,34949 17172 4955 30098 20171
3325,17082 35300 25940 7597 31220
3326,32479 2041 31992 10082 26197
3328,9934 6446 322 12873 18016
3330,25304 5164 13502 25364 33925
3332,21157 14101 4708 10701 33266
3336,33500 1289 30924 21304 21945
3350,36109 1076 4398 26585 12697
3351,9607 36204 10446 18200 17648
3354,28701 2578 8759 3496 17082
3358,34351 21765 9735 10604 13395
3360,19271 9893 13948 14155 33173
3361,17389 10446 25257 4381 17529
3364,29848 22029 24342 21459 8548
3374,3006 17645 31971 7393 956
3376,30087 34930 33562 17207 775
3378,4735 30453 4475 4105 13701
3379,34595 26621 28199 722 6068
3387,31136 31037 33266 17383 16826
3392,12997 33562 6595 14366 2781
3396,34633 1076 25920 21765 27586
3402,25886 28199 12102 24488 21412
3407,17648 1076 3456 17383 11366
3411,30453 15917 17782 18483 1448
3413,28199 1447 31254 4122 4735
3418,31633 7130 25939 6343 13750
3421,18655 25920 25278 9735 30516
3422,24512 10059 27131 35128 322
3424,15452 6595 22976 32780 21412
3434,21913 18389 15593 31136 26024
3435,34351 33443 31992 36872 3387
3438,2464 35381 29355 36957 6592
3439,19937 18967 30803 21263 1858
3452,10446 2578 36723 3496 7923
3455,19127 32337 23089 6699 8394
3459,33173 9913 17389 33780 15593
3461,17463 16367 34930 9178 17389
3464,34223 24639 17152 24488 19426
3468,33603 2464 14616 29848 23507
3469,33546 30709 33788 17529 8205
3474,15743 4475 775 9893 21495
3475,26197 18546 6461 8035 14932
3482,26332 30453 17107 30278 6343
3487,15687 1397 1447 33603 4
3488,5993 34805 29308 27923 18192
3492,3527 34633 16345 21505 19127
3496,24488 16272 15280 2614 15086
3505,5227 33173 25278 6111 13886
3511,4327 27322 6627 22094 19897
3513,12997 24488 6446 21913 14366
3518,30883 1076 18049 30942 17815
3523,34223 34930 19478 6627 9420
3525,34954 25196 26024 13451 16687
3528,12997 21913 14366 21233 5578
3532,26468 2164 15743 1076 551
3540,15593 28415 21651 24586 17082
3543,1076 33173 30595 12734 18049
3548,12102 22976 25938 34223 5578
3550,18803 7144 15258 25666 2588
3552,8394 17389 15086 31992 15983
3558,1064 3704 23254 32691 6446
3560,6314 30982 33543 31992 9012
3561,30453 17107 32019 19907 1448
3563,7368 18200 28964 25444 8134
3564,21406 33573 5227 2108 17878
3565,23833 19907 5578 17782 36855
3572,31037 30360 34223 15086 26285
3581,34930 30087 33562 17207 775
3582,30653 15593 33755 18389 34930
3583,21459 9831 3661 7393 26681
3587,8216 2234 10200 35381 31992
3591,27569 34403 3674 26285 36023
3592,13502 26951 24515 19426 20279
3596,24639 25920 2108 8752 30087
3602,11724 5448 14767 30616 24639
3604,34602 1447 17648 18546 9577
3611,34365 33500 17529 13886 11579
3616,19127 30278 30616 15469 31836
3624,9913 25363 10446 8013 34868
3626,4833 14260 13580 20168 10110
3627,8156 16687 26743 31037 19127
3628,36492 27451 20970 24488 9735
3634,18717 8035 27753 13220 14616
3637,15086 15031 9577 34517 33562
3644,25920 23978 22976 37065 25886
3645,28199 24639 1076 31992 25920
3656,19907 21484 4105 30453 17380
3662,33173 17445 34930 33598 36872
3664,1074 34864 31506 14630 18654
3670,22029 19529 18662 33562 2041
3673,14839 3586 20620 16825 34351
3674,23089 16484 17389 13574 25363
3675,36168 1363 9404 2578 33649
3676,10446 6111 17389 20955 17463
3677,7824 26884 14839 11366 20620
3678,21406 24832 9415 2578 28102
3679,34351 5945 17554 20965 3514
3691,33298 2143 8134 26197 19332
3692,6461 5279 26046 36620 26477
3693,9420 25304 6699 9066 19426
3695,27132 23089 33173 32916 2712
3696,37065 25920 2712 36492 36872
3697,15687 24786 24958 27650 6254
3698,36168 2578 11486 20965 9415
3699,19897 18016 6111 2578 21913
3707,6003 12398 24786 4904 23293
3708,23507 1853 17051 11260 31444
3712,30142 2049 9902 31381 6454
3715,14734 6699 30942 36056 21412
3717,10446 17648 18200 15743 26576
3721,33562 35486 32916 10514 30924
3730,33509 1001 9871 34715 34517
3749,35390 2049 2041 34223 31136
3753,7759 30982 27132 9420 3841
3754,269 34633 22976 19478 14785
3758,30087 3958 35486 30616 10514
3767,24596 16571 18001 36589 14264
3771,33194 2464 18063 4762 11707
3774,21099 2442 17529 16169 559
3775,33475 9577 7597 17383 4762
3776,16876 824 30616 34930 3387
3781,21495 25940 35158 10685 22029
3784,24626 35425 34642 2012 11512
3790,12997 12362 2623 21412 29005
3798,5945 9913 4785 25920 21765
3800,8394 10446 8295 34223 25382
3801,26197 11366 17207 20620 25366
3807,14076 32980 4785 10701 30811
3812,19416 14601 31419 17348 22713
3819,1076 17463 1141 34930 8519
3820,18881 8978 32019 2339 21175
3828,8035 18016 33500 28103 6627
3830,34930 24512 3527 31076 33298
3832,17152 19022 15593 34365 36835
3837,1076 33500 16153 2041 21765
3840,7393 30360 14328 30653 29046
3841,13323 28701 30982 28946 2041
3844,12102 30087 32916 1203 14734
3846,4922 19478 14932 33603 1003
3848,32849 4605 31095 12281 31031
3861,3527 28199 26951 25694 322
3864,22976 25920 21495 9420 23293
3866,17679 22455 8096 36023 35746
3868,15743 23507 10446 25920 1447
3869,10059 2339 34595 4122 18615
3871,23089 15593 20255 30087 33266
3873,21765 9607 6068 14669 11366
3875,21405 31032 30360 28480 1980
3877,14734 13367 20919 17529 31662
3878,52 133 8035 2578 13301
3880,20620 9404 17152 2578 23978
3885,34930 23089 9420 23388 28431
3886,28701 25920 26285 9577 2464
3888,8549 1448 13782 6612 18741
3889,1397 21765 25694 21081 31220
3892,13530 36855 33957 20995 31992
3899,6461 18200 22029 17648 5292
3906,9913 23236 31037 25971 2241
3910,18717 29303 28964 21412 27132
3913,15743 32019 2143 19725 21765
3916,25920 5945 35513 10446 4328
3917,9420 25304 6699 9066 19426
3919,18648 28452 30198 8807 35458
3923,1447 28009 26391 35984 36109
3929,25900 29581 12410 16373 11743
3932,22143 34715 33628 31085 4976
3936,18099 17463 11781 34351 30516
3943,29239 25886 32916 28688 23336
3955,33259 36194 29184 36503 30914
3969,23507 25920 10446 25363 9577
3971,3527 28199 22272 1397 20620
3972,34602 8368 30171 14594 18546
3974,17207 33562 6627 26804 28199
3977,14932 3661 23880 22976 3704
3979,15971 17207 14366 12102 6627
3981,33175 4489 26484 6405 6461
3983,21099 34090 33194 17082 19478
3989,29046 1289 5578 15737 28199
3990,8978 32019 1695 19907 15917
3992,9893 3431 24639 6703 34930
4001,1076 19637 24639 31992 25920
4010,1397 37065 19127 2623 30087
4015,16356 35831 24512 2090 7759
4019,775 7076 30308 6561 24958
4025,17694 26951 14669 11237 31699
4028,24626 21913 34930 26743 19785
4035,20941 11868 35738 4279 2623
4037,6627 14020 34930 32916 17207
4041,17597 19478 24639 876 21108
4058,15280 14616 15743 24488 228
4061,2187 12314 36369 3984 137
4066,3456 16818 20635 10200 13750
4068,8549 2339 34084 25304 4295
4069,28199 6627 11260 23260 12603
4070,29219 21913 18741 23089 16644
4074,6821 35738 26775 7923 11259
4081,16184 2464 18139 8599 30717
4084,18741 2143 26177 32019 1289
4087,8447 10410 12354 34595 6592
4089,27132 21412 12516 25694 12102
4090,26285 25421 10413 4762 20975
4097,13422 8967 3704 28966 9233
4099,9035 18200 8759 31136 1447
4106,26743 19478 876 9607 30433
4107,21216 27409 15917 17380 28964
4108,31992 12354 22029 20941 17648
4110,27343 269 9577 1076 3985
4112,30909 476 15743 9902 25082
4119,12255 34043 31112 18741 6111
4121,34774 10200 30925 27132 11781
4124,27660 24786 23188 33137 19022
4127,28199 33562 24639 6773 13502
4132,25597 722 7923 23293 36822
4134,24639 30898 21157 30019 35381
4139,26743 37065 33500 27269 7597
4142,12102 25278 18200 14366 33266
4143,19907 33282 17380 36982 4475
4144,24786 25421 9577 36248 33173
4145,6152 29805 27409 33500 26762
4147,26723 13367 33224 30616 28289
4149,11724 13764 25364 3841 17529
4151,27132 12305 35805 13752 25925
4152,30453 7785 31459 26346 5911
4153,18200 9735 33173 19022 3431
4158,33500 23089 2143 25925 32260
4175,2578 9404 11486 23240 9415
4184,1853 11774 32308 21651 18200
4187,8189 17545 15037 20407 2578
4190,18200 6405 15417 15687 19803
4194,10446 6111 17389 20955 17463
4195,17782 4105 30453 3587 30436
4197,17207 6699 21913 31341 28949
4199,34930 10685 14020 17207 12102
4203,1076 25920 4762 18200 13726
4204,26529 2578 32375 18217 1076
4214,34633 15687 1397 12200 7933
4219,26468 8519 33298 6773 15623
4222,10446 12200 20941 16153 15687
4226,33175 34633 14118 8394 30910
4233,30278 6627 35381 11717 17936
4234,35300 18200 12866 33475 30360
4254,31037 15086 20941 18200 15016
4260,4851 27660 33628 2911 960
4263,14780 24880 13530 1289 10059
4272,15983 33562 14932 34930 6343
4275,36723 16153 33755 35695 23188
4277,8035 34718 21146 17529 912
4278,11259 33175 5227 5488 5945
4282,23507 25363 15086 1853 27455
4284,11486 14351 8420 16818 24639
4288,8549 16571 4735 10059 32019
4291,9577 1397 11868 25939 14351
4295,2464 7393 20941 17648 23282
4300,14616 18139 33173 29221 18200
4302,12866 31220 17207 10546 32019
4306,35458 28950 1287 15917 29579
4327,27943 23827 18200 34517 4327
4329,13198 6871 6120 15574 35579
4330,33755 8156 35695 19500 18717
4331,1289 23030 1076 12866 35738
4338,22029 2041 12354 31992 27562
4352,36855 24479 7992 33957 15917
4354,2578 21406 6461 24832 9415
4356,16153 1076 18200 19803 35738
4358,6238 35367 28637 22455 8327
4360,8488 29848 37132 17597 14709
4364,33562 25694 15983 36204 18562
4365,14709 30360 15770 1434 5304
4366,35065 32287 3216 32117 17149
4368,30925 26658 26951 19426 31825
4369,26285 31983 21101 10685 22029
4371,34403 25421 23507 27569 6461
4373,9194 23843 18484 11964 8156
4377,10897 29960 6178 20300 36412
4379,30622 15687 35695 1076 31220
4386,36204 35390 18717 6773 10200
4394,32916 17207 24479 30087 2143
4396,10685 24488 33546 10514 28688
4402,19870 5472 4889 25935 22719
4417,5945 25920 11366 15687 19725
4439,17445 34365 34930 18916 19478
4447,30653 24488 30982 8717 2523
4448,36168 20965 11486 26197 1363
4454,30616 25886 33562 14366 17645
4455,34351 7704 33475 2143 7504
4456,19803 25920 6773 4444 10059
4460,19426 5578 12354 29452 30709
4462,34567 30942 19353 31992 17380
4464,28103 24880 18164 7903 13260
4470,5655 11624 775 15971 33500
4472,15743 7274 10446 9913 6111
4479,27522 32808 20620 33780 19988
4482,16367 19622 4310 10134 3496
4484,13726 33173 6111 2041 17648
4486,1076 17383 17648 14616 33475
4488,24639 15280 16687 19127 8752
4492,15917 15737 4735 15973 33957
4494,8013 19020 14734 15732 34223
4500,505 12669 33163 23766 22482
4505,33500 8394 26743 10685 6314
4510,9420 30453 19907 33961 17380
4518,23540 11418 33673 28358 7199
4519,19907 10059 14020 32019 24547
4523,1289 13752 32287 32083 9420
4528,13367 33562 6314 30616 12866
4530,12102 5138 14413 2712 14537
4541,25694 22341 24479 21818 24547
4543,17648 25920 2464 1076 15743
4545,19127 21412 30087 34930 8394
4553,8156 28199 16687 3841 27352
4565,15031 6561 9577 25938 30616
4566,18483 15060 19907 30453 13649
4569,2578 11366 36957 34351 24786
4573,30091 27322 20941 18200 12866
4575,35300 12866 33475 18200 30360
4582,23188 24512 12 8866 25304
4585,17644 26762 15917 16511 13782
4587,3077 20878 17644 20484 27139
4588,33562 14932 6595 34930 6343
4594,17389 25421 29915 12354 26743
4600,17082 10446 4279 11774 34090
4601,12077 32308 17383 26024 13451
4611,24639 21304 15983 9535 7086
4615,16425 32083 14020 8549 33282
4616,3431 28701 18546 3985 21099
4625,30360 21459 7788 28753 7368
4634,12180 4228 10546 17152 17936
4638,3360 6456 35738 20255 29888
4639,12997 13649 6699 8559 35832
4646,22045 9607 19332 8156 30684
4650,16825 10953 17004 15452 222
4656,2464 1076 15743 25920 35381
4657,13726 33173 6111 2041 17648
4658,2623 30616 17207 30087 1397
4674,5233 1652 909 1292 20620
4679,25304 24547 11366 9012 18741
4687,25304 11366 24479 9012 18741
4690,21765 35300 16169 12866 6405
4691,6627 34602 8788 8135 11486
4695,23507 8759 18303 30653 6111
4698,30087 12102 3704 33500 29239
4699,20745 18099 10446 23684 21765
4703,6637 26150 31992 28199 25645
4704,26104 24786 27409 11505 1856
4709,14351 9404 23240 28102 4327
4726,19127 30616 25886 19426 34223
4729,6442 6458 14023 30699 31836
4731,12180 10546 25694 28688 17486
4736,26775 8567 21081 10193 27631
4741,30360 7393 29046 33546 8519
4756,35579 5427 19127 12180 10059
4758,18049 15971 24479 18383 5578
4760,17463 30653 11781 19478 32347
4761,26332 30453 17107 30278 6343
4763,133 2578 9404 20965 6461
4764,36723 30516 21167 34971 2519
4773,23282 22045 30360 34073 31836
4774,30758 6111 19529 34517 23880
4777,13726 33173 6111 2041 17648
4784,1076 17383 17648 14616 33475
4785,269 33173 20620 28946 26325
4789,10736 9607 14616 7393 25694
4799,18389 31136 15086 25920 12354
4801,25920 29723 36109 3387 6405
4804,32916 28199 2234 17207 15983
4805,3456 31383 20955 15523 14988
4811,28200 25150 29184 20407 27040
4816,17645 6773 2464 18354 6405
4819,13782 15971 2339 32019 7342
4821,35114 11941 19902 34583 23865
4824,24479 21412 21818 15743 4475
4828,32479 11529 10446 12354 1076
4829,30360 30653 28753 30533 11618
4832,21913 10685 34930 3704 15417
4835,36957 9913 27569 9415 2578
4838,26784 33546 6708 6152 31076
4851,18200 33475 23188 24639 2108
4853,13284 16818 31136 2464 30087
4863,2234 8216 25082 25278 9420
4865,24639 17207 30755 14734 20255
4866,20620 24639 7498 34930 14101
4871,26325 26585 27559 3387 14762
4877,24639 12102 31914 21412 19478
4881,19960 3608 10228 9206 18546
4883,6627 24639 7972 15732 29046
4886,17389 29915 22272 28701 27116
4887,7114 10305 19152 28055 32467
4888,29282 5060 12133 2440 30570
4889,22963 34223 4605 28852 35390
4892,2578 20620 347 21698 7726
4893,10685 19748 23886 551 6556
4894,33603 22029 22029 19725 10685
4897,19478 35738 20413 24639 8447
4900,1583 9893 22029 33224 35945
4907,2108 5861 29848 26285 17815
4910,824 2523 2339 21484 34567
4919,31254 30453 17207 2442 7274
4926,8548 12340 3587 7592 28289
4933,15917 31978 8430 17380 3272
4944,34868 4604 8013 2597 23293
4946,6821 35738 29355 26046 3366
4947,15452 6627 18562 12102 30729
4949,1448 26191 13198 10262 16484
4953,26743 36872 21412 8170 12997
4954,18099 21765 22976 2623 8216
4960,28701 19907 4475 21081 15469
4962,9913 7393 27660 35300 8962
4967,19478 28199 32479 29848 28964
4976,6111 10446 17597 6627 35247
4977,14537 33562 10546 1289 27453
4979,24547 18741 35390 29985 24479
4980,13782 4105 30453 24596 17380
4983,29046 28199 29005 14734 1289
4987,23788 7984 14174 22338 2597
4989,16519 32877 24376 29645 27522
4990,23991 22579 17205 29184 11403
4993,33708 3972 31992 26346 21175
4995,24639 16687 15983 18987 14932
5000,13502 6821 17529 34930 1289
5001,6068 13502 14669 30453 26320
5005,17648 17815 6314 1076 26621
5009,25886 26529 15452 13093 1760
5012,2578 6461 14351 1363 36168
5013,22976 4228 19426 23516 14616
5024,17383 22029 32308 20255 19632
5026,23868 23363 15638 9311 6516
5028,15917 4105 23282 10059 30436
5032,21913 6446 19426 11259 5578
5037,28199 1289 4475 6612 2339
5038,34351 33443 3983 36872 3387
5041,8297 36204 19803 20757 33755
5047,31037 21459 3661 8013 7368
5050,1076 30087 25920 24639 18830
5051,28083 34614 33562 10179 15566
5053,34365 28213 33130 21157 17813
5055,34930 5578 1289 5589 33562
5056,34351 9577 15687 5227 15086
5058,13284 25760 5945 34602 31220
5071,18741 16571 14839 25694 7824
5075,24488 10514 6773 22976 18830
5078,34930 13574 6773 33175 10261
5079,19332 34930 18389 9577 15086
5080,9415 4851 14839 36116 26214
5081,15983 31836 3841 12102 9704
5083,12656 19271 6627 25150 30453
5086,33598 15086 33173 26486 34930
5087,25925 10231 2053 31828 30925
5088,4327 19642 23240 36168 16644
5092,23188 2108 17383 18200 14616
5093,12398 16891 35695 5945 10701
5098,29915 24345 22029 5578 29298
5106,6699 14734 392 24639 15086
5108,17463 22002 6111 17389 20955
5109,23188 18200 2108 17383 14616
5110,33173 18791 11366 27569 20407
5112,19127 27116 12102 33562 7368
5113,6111 23516 25421 33173 24639
5114,20955 7657 19240 14636 32780
5120,31992 15016 20882 19271 15687
5126,19907 33173 25363 7759 21761
5131,12362 17463 27562 34930 29005
5133,3841 1289 28964 19426 2712
5135,11403 15086 8394 9893 34930
5138,13290 3680 22813 7903 22976
5140,27660 24786 23188 33137 19022
5143,9577 21765 18200 15086 2712
5159,13502 28199 32916 34930 6821
5160,34602 1447 17648 18546 9577
5165,26576 18546 10514 1721 3545
5168,10200 33173 8035 34351 9913
5171,1076 23030 31177 26367 24266
5173,30360 13198 14570 5861 9855
5174,18694 23870 17938 17681 26784
5182,133 30360 26681 11486 35300
5185,30091 12866 27322 479 18200
5187,36213 9045 22813 25920 33443
5192,26285 269 33780 3662 33726
5196,32347 32578 11237 30653 10446
5197,29260 17782 12873 15917 4105
5199,32347 15037 16825 35300 30548
5204,21099 19478 34090 33194 17082
5211,17463 37065 15086 36218 6631
5212,7923 2050 11259 8205 17207
5213,775 9893 21495 4228 14616
5215,11259 6699 33376 27676 24309
5216,9577 25421 12866 34403 23507
5217,21157 5578 9420 33500 36811
5218,21913 34223 6699 775 14714
5226,16803 16307 10059 5578 24479
5229,15743 3841 13367 17207 25938
5235,27971 4605 11259 2523 25670
5242,12354 31992 12866 10200 27660
5243,34930 15743 23516 34517 6111
5245,24547 24479 21818 18741 35100
5247,30453 17107 3587 20878 30436
5249,10604 13395 25366 19271 1448
5250,27502 11261 17207 33726 36109
5264,6155 27562 2578 33137 2464
5266,6627 30616 33562 25886 17207
5269,16826 7183 9908 35649 13430
5274,6314 17583 9893 36204 19478
5278,31825 8013 11964 9913 34739
5280,33173 25196 24626 1448 31136
5281,23293 23049 12603 5827 2623
5282,7597 23030 30087 32674 33173
5285,2464 7274 25278 2712 21099
5286,22002 9577 23507 269 32260
5290,33266 18200 12997 23336 2108
5294,1076 9577 5945 7704 17936
5297,35100 24479 21818 269 24547
5299,21245 33500 3992 24488 21495
5301,8233 27559 37053 32840 11252
5302,8576 31037 11868 269 21063
5304,36811 2108 7923 23293 31971
5308,22114 16367 9349 7393 22762
5312,19725 28964 28192 18562 31512
5315,28199 30486 7923 35149 20915
5320,23089 33562 19127 9420 34930
5330,34930 9420 33562 26332 8519
5335,24547 34595 19632 21081 25364
5341,5064 35727 994 7370 10971
5344,25940 30360 7393 30616 21765
5351,31136 366 22211 8759 626
5358,6821 33398 26332 25886 9893
5365,6699 6627 10546 21459 5292
5373,17207 33562 12102 26804 2143
5376,23507 17445 9577 10446 22002
5377,24832 31506 1363 9404 11486
5385,32916 24639 8752 26743 30087
5391,3006 8013 27246 11012 3704
5392,6595 14932 26605 32956 17529
5393,15687 22976 12454 30616 2133
5397,7393 11237 27753 25694 34930
5401,30942 6699 17529 21495 21412
5402,27562 31992 33603 12354 2161
5404,21765 26468 13367 37065 6773
5405,19164 12255 24512 27132 18178
5409,34864 33957 29809 2890 17229
5415,6627 17380 6773 23516 3527
5417,36204 1289 34351 15687 14734
5428,5227 14271 33562 4925 25506
5430,18741 16339 29303 3077 8549
5434,31992 3983 3366 876 1363
5435,19426 33500 15983 3704 33562
5447,24639 6699 19478 32337 21459
5448,6068 18016 31076 19725 22405
5453,19426 21913 30595 14734 29221
5458,12997 23030 6263 6699 22002
5465,1397 31992 6263 32956 18717
5468,32019 21199 16074 25513 26325
5483,33298 33562 34223 9420 28030
5484,14839 2464 25920 20941 4762
5487,30059 15930 15372 22312 22266
5493,10488 20495 19852 21495 16219
5495,23089 14020 20255 4105 17782
5498,23030 7597 35300 18986 33755
5503,9913 11868 15016 23282 4922
5504,21495 28753 24479 11237 32337
5507,12997 26743 11366 3077 36204
5517,6699 23030 28964 10200 33603
5524,11486 9404 18200 6461 19642
5525,12866 1289 18099 25694 23030
5526,1076 16153 8035 2041 25363
5528,31136 35738 16891 8426 36492
5530,20954 16634 22304 28200 12332
5534,11259 21495 24626 12362 3826
5535,25920 9577 8394 23030 3841
5543,30616 19127 9420 12102 34223
5544,6699 21913 775 19127 3387
5545,20620 12866 27569 11366 25624
5546,26468 26454 33443 14932 31836
5550,14631 21739 7592 8206 2971
5552,4228 14899 19637 12516 29301
5554,13367 11131 31971 35149 7342
5556,1447 33603 35247 12255 8939
5559,10685 26491 13886 30171 20556
5562,9164 3527 6773 34595 23213
5563,21336 15700 17107 34783 10924
5565,11512 16599 29221 20985 960
5566,17769 29590 5652 8149 17768
5568,3527 24512 7342 7759 13190
5569,35247 16741 3456 6595 23188
5575,16687 10059 34223 20620 15469
5576,28819 26285 13276 32347 559
5577,32347 34351 36872 16916 8035
5580,19858 34351 4327 19785 6481
5584,17648 36109 8216 4762 21765
5585,18200 9735 33780 29570 3661
5587,27526 30616 33173 8368 4386
5588,13899 32347 16551 1904 16825
5593,11900 534 30942 17815 12866
5597,6627 2911 12752 23188 17389
5598,26346 30453 15917 10488 15973
5601,24639 26147 32337 33500 6461
5608,7342 21199 27776 35065 15917
5610,3302 10769 2578 10685 34567
5611,18099 2578 31136 2623 30717
5614,20941 18200 25920 24639 36109
5615,19389 6826 25696 8810 35379
5618,20620 22338 16818 29452 34868
5621,551 18354 1652 7392 8447
5630,25940 30616 21765 7393 30360
5635,28033 22807 18468 14820 27930
5637,33173 31992 34351 10446 10082
5644,7923 17383 12997 2464 11366
5648,8090 16766 14851 5225 32784
5654,17445 12354 19478 34365 26804
5659,18099 26576 28121 18242 31409
5672,33173 15996 33755 16451 24639
5673,34930 30087 33562 17207 23089
5675,8788 4410 18717 3254 28481
5680,28966 35738 33175 35247 2041
5681,15917 4735 15737 15973 36855
5689,13198 30360 17207 30453 6446
5691,22813 26884 9607 8717 30910
5696,3077 14669 17380 34595 10059
5700,4735 6111 19907 33295 30616
5702,3527 35390 18741 10059 28964
5703,5578 34930 1190 37065 11964
5709,34930 7086 16687 4753 37132
5719,11872 6699 19785 28431 15037
5720,6627 14839 18142 17483 30653
5724,15973 17107 10356 36982 19452
5725,1448 15737 4105 30453 13701
5731,7759 26762 22341 28964 20428
5732,6314 17815 17648 26621 32019
5734,30942 28481 12163 28102 14679
5736,12866 8430 22720 4735 14572
5739,10446 36872 12354 16716 11579
5741,21157 26743 5578 12077 16687
5745,17463 19478 28688 32347 35247
5749,12997 33500 11237 17936 21913
5750,32916 10546 18987 31836 13515
5758,17383 28199 22976 5578 24639
5763,9577 2227 9894 23507 12200
5772,35004 15560 8549 17380 13726
5773,6111 19987 11147 19022 34799
5778,18741 26951 24547 36533 3457
5783,12296 20267 32674 27343 16367
5785,33175 20620 10200 27562 31978
5787,17207 6627 33562 13367 12997
5790,33173 7597 12354 26024 17389
5793,22976 9913 19907 36109 10446
5797,13726 17648 36957 2041 33173
5807,10446 8394 9607 33175 1397
5811,26104 11259 32916 14631 16367
5813,25940 30616 21765 7393 30360
5817,4762 6773 33175 6111 30278
5820,17207 28199 7923 15971 28688
5822,15599 25694 21851 7829 30360
5824,16687 4753 18717 34930 26285
5827,17380 18741 3077 10415 12866
